seq:	Ia	Ib	Ic	In	Va	Vb	Vc	Vn
83	132.471	-310.036	177.564	0	132.471	-310.036	177.564	0	
84	149.887	-311.059	161.172	0	149.887	-311.059	161.172	0	
85	166.71	-310.854	144.144	0	166.71	-310.854	144.144	0	
86	182.876	-309.423	126.547	0	182.876	-309.423	126.547	0	
87	198.32	-306.77	108.45	0	198.32	-306.77	108.45	0	
88	212.981	-302.907	89.9256	0	212.981	-302.907	89.9256	0	
89	226.802	-297.848	71.0461	0	226.802	-297.848	71.0461	0	
90	239.727	-291.614	51.8863	0	239.727	-291.614	51.8863	0	
91	251.707	-284.229	32.5216	0	251.707	-284.229	32.5216	0	
92	262.693	-275.722	13.0286	0	262.693	-275.722	13.0286	0	
93	272.643	-266.127	-6.51575	0	272.643	-266.127	-6.51575	0	
94	281.516	-255.482	-26.0344	0	281.516	-255.482	-26.0344	0	
95	289.279	-243.828	-45.4504	0	289.279	-243.828	-45.4504	0	
96	295.899	-231.212	-64.6869	0	295.899	-231.212	-64.6869	0	
97	301.352	-217.684	-83.6682	0	301.352	-217.684	-83.6682	0	
98	305.616	-203.297	-102.319	0	305.616	-203.297	-102.319	0	
99	308.674	-188.107	-120.567	0	308.674	-188.107	-120.567	0	
100	310.513	-172.175	-138.338	0	310.513	-172.175	-138.338	0	
101	311.127	-155.563	-155.563	0	311.127	-155.563	-155.563	0	
102	310.513	-138.338	-172.175	0	310.513	-138.338	-172.175	0	
103	308.674	-120.567	-188.107	0	308.674	-120.567	-188.107	0	
104	305.616	-102.319	-203.297	0	305.616	-102.319	-203.297	0	
105	301.352	-83.6682	-217.684	0	301.352	-83.6682	-217.684	0	
106	295.899	-64.6869	-231.212	0	295.899	-64.6869	-231.212	0	
107	289.279	-45.4504	-243.828	0	289.279	-45.4504	-243.828	0	
108	281.516	-26.0344	-255.482	0	281.516	-26.0344	-255.482	0	
109	272.643	-6.51575	-266.127	0	272.643	-6.51575	-266.127	0	
110	262.693	13.0286	-275.722	0	262.693	13.0286	-275.722	0	
111	251.707	32.5216	-284.229	0	251.707	32.5216	-284.229	0	
112	239.727	51.8863	-291.614	0	239.727	51.8863	-291.614	0	
113	226.802	71.0461	-297.848	0	226.802	71.0461	-297.848	0	
114	212.981	89.9256	-302.907	0	212.981	89.9256	-302.907	0	
115	198.32	108.45	-306.77	0	198.32	108.45	-306.77	0	
116	182.876	126.547	-309.423	0	182.876	126.547	-309.423	0	
117	166.71	144.144	-310.854	0	166.71	144.144	-310.854	0	
118	149.887	161.172	-311.059	0	149.887	161.172	-311.059	0	
119	132.471	177.564	-310.036	0	132.471	177.564	-310.036	0	
120	114.533	193.256	-307.789	0	114.533	193.256	-307.789	0	
121	96.1435	208.185	-304.328	0	96.1435	208.185	-304.328	0	
122	77.3741	222.292	-299.666	0	77.3741	222.292	-299.666	0	
123	58.2994	235.522	-293.821	0	58.2994	235.522	-293.821	0	
124	38.9946	247.822	-286.816	0	38.9946	247.822	-286.816	0	
125	19.5358	259.144	-278.68	0	19.5358	259.144	-278.68	0	
126	3.96396e-012	269.444	-269.444	0	3.96396e-012	269.444	-269.444	0	
127	-19.5358	278.68	-259.144	0	-19.5358	278.68	-259.144	0	
128	-38.9946	286.816	-247.822	0	-38.9946	286.816	-247.822	0	
129	-58.2994	293.821	-235.522	0	-58.2994	293.821	-235.522	0	
130	-77.3741	299.666	-222.292	0	-77.3741	299.666	-222.292	0	
131	-96.1435	304.328	-208.185	0	-96.1435	304.328	-208.185	0	
132	-114.533	307.789	-193.256	0	-114.533	307.789	-193.256	0	
133	-132.471	310.036	-177.564	0	-132.471	310.036	-177.564	0	
134	-149.887	311.059	-161.172	0	-149.887	311.059	-161.172	0	
135	-166.71	310.854	-144.144	0	-166.71	310.854	-144.144	0	
136	-182.876	309.423	-126.547	0	-182.876	309.423	-126.547	0	
137	-198.32	306.77	-108.45	0	-198.32	306.77	-108.45	0	
138	-212.981	302.907	-89.9256	0	-212.981	302.907	-89.9256	0	
139	-226.802	297.848	-71.0461	0	-226.802	297.848	-71.0461	0	
140	-239.727	291.614	-51.8863	0	-239.727	291.614	-51.8863	0	
141	-251.707	284.229	-32.5216	0	-251.707	284.229	-32.5216	0	
142	-262.693	275.722	-13.0286	0	-262.693	275.722	-13.0286	0	
143	-272.643	266.127	6.51575	0	-272.643	266.127	6.51575	0	
144	-281.516	255.482	26.0344	0	-281.516	255.482	26.0344	0	
145	-289.279	243.828	45.4504	0	-289.279	243.828	45.4504	0	
146	-295.899	231.212	64.6869	0	-295.899	231.212	64.6869	0	
147	-301.352	217.684	83.6682	0	-301.352	217.684	83.6682	0	
148	-305.616	203.297	102.319	0	-305.616	203.297	102.319	0	
149	-308.674	188.107	120.567	0	-308.674	188.107	120.567	0	
150	-310.513	172.175	138.338	0	-310.513	172.175	138.338	0	
151	-311.127	155.563	155.563	0	-311.127	155.563	155.563	0	
152	-310.513	138.338	172.175	0	-310.513	138.338	172.175	0	
153	-308.674	120.567	188.107	0	-308.674	120.567	188.107	0	
154	-305.616	102.319	203.297	0	-305.616	102.319	203.297	0	
155	-301.352	83.6682	217.684	0	-301.352	83.6682	217.684	0	
156	-295.899	64.6869	231.212	0	-295.899	64.6869	231.212	0	
157	-289.279	45.4504	243.828	0	-289.279	45.4504	243.828	0	
158	-281.516	26.0344	255.482	0	-281.516	26.0344	255.482	0	
159	-272.643	6.51575	266.127	0	-272.643	6.51575	266.127	0	
160	-262.693	-13.0286	275.722	0	-262.693	-13.0286	275.722	0	
161	-251.707	-32.5216	284.229	0	-251.707	-32.5216	284.229	0	
162	-239.727	-51.8863	291.614	0	-239.727	-51.8863	291.614	0	
163	-226.802	-71.0461	297.848	0	-226.802	-71.0461	297.848	0	
164	-212.981	-89.9256	302.907	0	-212.981	-89.9256	302.907	0	
165	-198.32	-108.45	306.77	0	-198.32	-108.45	306.77	0	
166	-182.876	-126.547	309.423	0	-182.876	-126.547	309.423	0	
167	-166.71	-144.144	310.854	0	-166.71	-144.144	310.854	0	
168	-149.887	-161.172	311.059	0	-149.887	-161.172	311.059	0	
169	-132.471	-177.564	310.036	0	-132.471	-177.564	310.036	0	
170	-114.533	-193.256	307.789	0	-114.533	-193.256	307.789	0	
171	-96.1435	-208.185	304.328	0	-96.1435	-208.185	304.328	0	
172	-77.3741	-222.292	299.666	0	-77.3741	-222.292	299.666	0	
173	-58.2994	-235.522	293.821	0	-58.2994	-235.522	293.821	0	
174	-38.9946	-247.822	286.816	0	-38.9946	-247.822	286.816	0	
175	-19.5358	-259.144	278.68	0	-19.5358	-259.144	278.68	0	
176	-1.00815e-011	-269.444	269.444	0	-1.00815e-011	-269.444	269.444	0	
177	19.5358	-278.68	259.144	0	19.5358	-278.68	259.144	0	
178	38.9946	-286.816	247.822	0	38.9946	-286.816	247.822	0	
179	58.2994	-293.821	235.522	0	58.2994	-293.821	235.522	0	
180	77.3741	-299.666	222.292	0	77.3741	-299.666	222.292	0	
181	96.1435	-304.328	208.185	0	96.1435	-304.328	208.185	0	
182	114.533	-307.789	193.256	0	114.533	-307.789	193.256	0	
183	132.471	-310.036	177.564	0	132.471	-310.036	177.564	0	
184	149.887	-311.059	161.172	0	149.887	-311.059	161.172	0	
185	166.71	-310.854	144.144	0	166.71	-310.854	144.144	0	
186	182.876	-309.423	126.547	0	182.876	-309.423	126.547	0	
187	198.32	-306.77	108.45	0	198.32	-306.77	108.45	0	
188	212.981	-302.907	89.9256	0	212.981	-302.907	89.9256	0	
189	226.802	-297.848	71.0461	0	226.802	-297.848	71.0461	0	
190	239.727	-291.614	51.8863	0	239.727	-291.614	51.8863	0	
191	251.707	-284.229	32.5216	0	251.707	-284.229	32.5216	0	
192	262.693	-275.722	13.0286	0	262.693	-275.722	13.0286	0	
193	272.643	-266.127	-6.51575	0	272.643	-266.127	-6.51575	0	
194	281.516	-255.482	-26.0344	0	281.516	-255.482	-26.0344	0	
195	289.279	-243.828	-45.4504	0	289.279	-243.828	-45.4504	0	
196	295.899	-231.212	-64.6869	0	295.899	-231.212	-64.6869	0	
197	301.352	-217.684	-83.6682	0	301.352	-217.684	-83.6682	0	
198	305.616	-203.297	-102.319	0	305.616	-203.297	-102.319	0	
199	308.674	-188.107	-120.567	0	308.674	-188.107	-120.567	0	
200	310.513	-172.175	-138.338	0	310.513	-172.175	-138.338	0	
201	311.127	-155.563	-155.563	0	311.127	-155.563	-155.563	0	
202	310.513	-138.338	-172.175	0	310.513	-138.338	-172.175	0	
203	308.674	-120.567	-188.107	0	308.674	-120.567	-188.107	0	
204	305.616	-102.319	-203.297	0	305.616	-102.319	-203.297	0	
205	301.352	-83.6682	-217.684	0	301.352	-83.6682	-217.684	0	
206	295.899	-64.6869	-231.212	0	295.899	-64.6869	-231.212	0	
207	289.279	-45.4504	-243.828	0	289.279	-45.4504	-243.828	0	
208	281.516	-26.0344	-255.482	0	281.516	-26.0344	-255.482	0	
209	272.643	-6.51575	-266.127	0	272.643	-6.51575	-266.127	0	
210	262.693	13.0286	-275.722	0	262.693	13.0286	-275.722	0	
211	251.707	32.5216	-284.229	0	251.707	32.5216	-284.229	0	
212	239.727	51.8863	-291.614	0	239.727	51.8863	-291.614	0	
213	226.802	71.0461	-297.848	0	226.802	71.0461	-297.848	0	
214	212.981	89.9256	-302.907	0	212.981	89.9256	-302.907	0	
215	198.32	108.45	-306.77	0	198.32	108.45	-306.77	0	
216	182.876	126.547	-309.423	0	182.876	126.547	-309.423	0	
217	166.71	144.144	-310.854	0	166.71	144.144	-310.854	0	
218	149.887	161.172	-311.059	0	149.887	161.172	-311.059	0	
219	132.471	177.564	-310.036	0	132.471	177.564	-310.036	0	
220	114.533	193.256	-307.789	0	114.533	193.256	-307.789	0	
221	96.1435	208.185	-304.328	0	96.1435	208.185	-304.328	0	
222	77.3741	222.292	-299.666	0	77.3741	222.292	-299.666	0	
223	58.2994	235.522	-293.821	0	58.2994	235.522	-293.821	0	
224	38.9946	247.822	-286.816	0	38.9946	247.822	-286.816	0	
225	19.5358	259.144	-278.68	0	19.5358	259.144	-278.68	0	
226	1.56463e-011	269.444	-269.444	0	1.56463e-011	269.444	-269.444	0	
227	-19.5358	278.68	-259.144	0	-19.5358	278.68	-259.144	0	
228	-38.9946	286.816	-247.822	0	-38.9946	286.816	-247.822	0	
229	-58.2994	293.821	-235.522	0	-58.2994	293.821	-235.522	0	
230	-77.3741	299.666	-222.292	0	-77.3741	299.666	-222.292	0	
231	-96.1435	304.328	-208.185	0	-96.1435	304.328	-208.185	0	
232	-114.533	307.789	-193.256	0	-114.533	307.789	-193.256	0	
233	-132.471	310.036	-177.564	0	-132.471	310.036	-177.564	0	
234	-149.887	311.059	-161.172	0	-149.887	311.059	-161.172	0	
235	-166.71	310.854	-144.144	0	-166.71	310.854	-144.144	0	
236	-182.876	309.423	-126.547	0	-182.876	309.423	-126.547	0	
237	-198.32	306.77	-108.45	0	-198.32	306.77	-108.45	0	
238	-212.981	302.907	-89.9256	0	-212.981	302.907	-89.9256	0	
239	-226.802	297.848	-71.0461	0	-226.802	297.848	-71.0461	0	
240	-239.727	291.614	-51.8863	0	-239.727	291.614	-51.8863	0	
241	-251.707	284.229	-32.5216	0	-251.707	284.229	-32.5216	0	
242	-262.693	275.722	-13.0286	0	-262.693	275.722	-13.0286	0	
243	-272.643	266.127	6.51575	0	-272.643	266.127	6.51575	0	
244	-281.516	255.482	26.0344	0	-281.516	255.482	26.0344	0	
245	-289.279	243.828	45.4504	0	-289.279	243.828	45.4504	0	
246	-295.899	231.212	64.6869	0	-295.899	231.212	64.6869	0	
247	-301.352	217.684	83.6682	0	-301.352	217.684	83.6682	0	
248	-305.616	203.297	102.319	0	-305.616	203.297	102.319	0	
249	-308.674	188.107	120.567	0	-308.674	188.107	120.567	0	
250	-310.513	172.175	138.338	0	-310.513	172.175	138.338	0	
251	-311.127	155.563	155.563	0	-311.127	155.563	155.563	0	
252	-310.513	138.338	172.175	0	-310.513	138.338	172.175	0	
253	-308.674	120.567	188.107	0	-308.674	120.567	188.107	0	
254	-305.616	102.319	203.297	0	-305.616	102.319	203.297	0	
255	-301.352	83.6682	217.684	0	-301.352	83.6682	217.684	0	
256	-295.899	64.6869	231.212	0	-295.899	64.6869	231.212	0	
257	-289.279	45.4504	243.828	0	-289.279	45.4504	243.828	0	
258	-281.516	26.0344	255.482	0	-281.516	26.0344	255.482	0	
259	-272.643	6.51575	266.127	0	-272.643	6.51575	266.127	0	
260	-262.693	-13.0286	275.722	0	-262.693	-13.0286	275.722	0	
261	-251.707	-32.5216	284.229	0	-251.707	-32.5216	284.229	0	
262	-239.727	-51.8863	291.614	0	-239.727	-51.8863	291.614	0	
263	-226.802	-71.0461	297.848	0	-226.802	-71.0461	297.848	0	
264	-212.981	-89.9256	302.907	0	-212.981	-89.9256	302.907	0	
265	-198.32	-108.45	306.77	0	-198.32	-108.45	306.77	0	
266	-182.876	-126.547	309.423	0	-182.876	-126.547	309.423	0	
267	-166.71	-144.144	310.854	0	-166.71	-144.144	310.854	0	
268	-149.887	-161.172	311.059	0	-149.887	-161.172	311.059	0	
269	-132.471	-177.564	310.036	0	-132.471	-177.564	310.036	0	
270	-114.533	-193.256	307.789	0	-114.533	-193.256	307.789	0	
271	-96.1435	-208.185	304.328	0	-96.1435	-208.185	304.328	0	
272	-77.3741	-222.292	299.666	0	-77.3741	-222.292	299.666	0	
273	-58.2994	-235.522	293.821	0	-58.2994	-235.522	293.821	0	
274	-38.9946	-247.822	286.816	0	-38.9946	-247.822	286.816	0	
275	-19.5358	-259.144	278.68	0	-19.5358	-259.144	278.68	0	
276	-2.17638e-011	-269.444	269.444	0	-2.17638e-011	-269.444	269.444	0	
277	19.5358	-278.68	259.144	0	19.5358	-278.68	259.144	0	
278	38.9946	-286.816	247.822	0	38.9946	-286.816	247.822	0	
279	58.2994	-293.821	235.522	0	58.2994	-293.821	235.522	0	
280	77.3741	-299.666	222.292	0	77.3741	-299.666	222.292	0	
281	96.1435	-304.328	208.185	0	96.1435	-304.328	208.185	0	
282	114.533	-307.789	193.256	0	114.533	-307.789	193.256	0	
283	132.471	-310.036	177.564	0	132.471	-310.036	177.564	0	
284	149.887	-311.059	161.172	0	149.887	-311.059	161.172	0	
285	166.71	-310.854	144.144	0	166.71	-310.854	144.144	0	
286	182.876	-309.423	126.547	0	182.876	-309.423	126.547	0	
287	198.32	-306.77	108.45	0	198.32	-306.77	108.45	0	
288	212.981	-302.907	89.9256	0	212.981	-302.907	89.9256	0	
289	226.802	-297.848	71.0461	0	226.802	-297.848	71.0461	0	
290	239.727	-291.614	51.8863	0	239.727	-291.614	51.8863	0	
291	251.707	-284.229	32.5216	0	251.707	-284.229	32.5216	0	
292	262.693	-275.722	13.0286	0	262.693	-275.722	13.0286	0	
293	272.643	-266.127	-6.51575	0	272.643	-266.127	-6.51575	0	
294	281.516	-255.482	-26.0344	0	281.516	-255.482	-26.0344	0	
295	289.279	-243.828	-45.4504	0	289.279	-243.828	-45.4504	0	
296	295.899	-231.212	-64.6869	0	295.899	-231.212	-64.6869	0	
297	301.352	-217.684	-83.6682	0	301.352	-217.684	-83.6682	0	
298	305.616	-203.297	-102.319	0	305.616	-203.297	-102.319	0	
299	308.674	-188.107	-120.567	0	308.674	-188.107	-120.567	0	
300	310.513	-172.175	-138.338	0	310.513	-172.175	-138.338	0	
301	311.127	-155.563	-155.563	0	311.127	-155.563	-155.563	0	
302	310.513	-138.338	-172.175	0	310.513	-138.338	-172.175	0	
303	308.674	-120.567	-188.107	0	308.674	-120.567	-188.107	0	
304	305.616	-102.319	-203.297	0	305.616	-102.319	-203.297	0	
305	301.352	-83.6682	-217.684	0	301.352	-83.6682	-217.684	0	
306	295.899	-64.6869	-231.212	0	295.899	-64.6869	-231.212	0	
307	289.279	-45.4504	-243.828	0	289.279	-45.4504	-243.828	0	
308	281.516	-26.0344	-255.482	0	281.516	-26.0344	-255.482	0	
309	272.643	-6.51575	-266.127	0	272.643	-6.51575	-266.127	0	
310	262.693	13.0286	-275.722	0	262.693	13.0286	-275.722	0	
311	251.707	32.5216	-284.229	0	251.707	32.5216	-284.229	0	
312	239.727	51.8863	-291.614	0	239.727	51.8863	-291.614	0	
313	226.802	71.0461	-297.848	0	226.802	71.0461	-297.848	0	
314	212.981	89.9256	-302.907	0	212.981	89.9256	-302.907	0	
315	198.32	108.45	-306.77	0	198.32	108.45	-306.77	0	
316	182.876	126.547	-309.423	0	182.876	126.547	-309.423	0	
317	166.71	144.144	-310.854	0	166.71	144.144	-310.854	0	
318	149.887	161.172	-311.059	0	149.887	161.172	-311.059	0	
319	132.471	177.564	-310.036	0	132.471	177.564	-310.036	0	
320	114.533	193.256	-307.789	0	114.533	193.256	-307.789	0	
321	96.1435	208.185	-304.328	0	96.1435	208.185	-304.328	0	
322	77.3741	222.292	-299.666	0	77.3741	222.292	-299.666	0	
323	58.2994	235.522	-293.821	0	58.2994	235.522	-293.821	0	
324	38.9946	247.822	-286.816	0	38.9946	247.822	-286.816	0	
325	19.5358	259.144	-278.68	0	19.5358	259.144	-278.68	0	
326	1.84859e-011	269.444	-269.444	0	1.84859e-011	269.444	-269.444	0	
327	-19.5358	278.68	-259.144	0	-19.5358	278.68	-259.144	0	
328	-38.9946	286.816	-247.822	0	-38.9946	286.816	-247.822	0	
329	-58.2994	293.821	-235.522	0	-58.2994	293.821	-235.522	0	
330	-77.3741	299.666	-222.292	0	-77.3741	299.666	-222.292	0	
331	-96.1435	304.328	-208.185	0	-96.1435	304.328	-208.185	0	
332	-114.533	307.789	-193.256	0	-114.533	307.789	-193.256	0	
333	-132.471	310.036	-177.564	0	-132.471	310.036	-177.564	0	
334	-149.887	311.059	-161.172	0	-149.887	311.059	-161.172	0	
335	-166.71	310.854	-144.144	0	-166.71	310.854	-144.144	0	
336	-182.876	309.423	-126.547	0	-182.876	309.423	-126.547	0	
337	-198.32	306.77	-108.45	0	-198.32	306.77	-108.45	0	
338	-212.981	302.907	-89.9256	0	-212.981	302.907	-89.9256	0	
339	-226.802	297.848	-71.0461	0	-226.802	297.848	-71.0461	0	
340	-239.727	291.614	-51.8863	0	-239.727	291.614	-51.8863	0	
341	-251.707	284.229	-32.5216	0	-251.707	284.229	-32.5216	0	
342	-262.693	275.722	-13.0286	0	-262.693	275.722	-13.0286	0	
343	-272.643	266.127	6.51575	0	-272.643	266.127	6.51575	0	
344	-281.516	255.482	26.0344	0	-281.516	255.482	26.0344	0	
345	-289.279	243.828	45.4504	0	-289.279	243.828	45.4504	0	
346	-295.899	231.212	64.6869	0	-295.899	231.212	64.6869	0	
347	-301.352	217.684	83.6682	0	-301.352	217.684	83.6682	0	
348	-305.616	203.297	102.319	0	-305.616	203.297	102.319	0	
349	-308.674	188.107	120.567	0	-308.674	188.107	120.567	0	
350	-310.513	172.175	138.338	0	-310.513	172.175	138.338	0	
351	-311.127	155.563	155.563	0	-311.127	155.563	155.563	0	
352	-310.513	138.338	172.175	0	-310.513	138.338	172.175	0	
353	-308.674	120.567	188.107	0	-308.674	120.567	188.107	0	
354	-305.616	102.319	203.297	0	-305.616	102.319	203.297	0	
355	-301.352	83.6682	217.684	0	-301.352	83.6682	217.684	0	
356	-295.899	64.6869	231.212	0	-295.899	64.6869	231.212	0	
357	-289.279	45.4504	243.828	0	-289.279	45.4504	243.828	0	
358	-281.516	26.0344	255.482	0	-281.516	26.0344	255.482	0	
359	-272.643	6.51575	266.127	0	-272.643	6.51575	266.127	0	
360	-262.693	-13.0286	275.722	0	-262.693	-13.0286	275.722	0	
361	-251.707	-32.5216	284.229	0	-251.707	-32.5216	284.229	0	
362	-239.727	-51.8863	291.614	0	-239.727	-51.8863	291.614	0	
363	-226.802	-71.0461	297.848	0	-226.802	-71.0461	297.848	0	
364	-212.981	-89.9256	302.907	0	-212.981	-89.9256	302.907	0	
365	-198.32	-108.45	306.77	0	-198.32	-108.45	306.77	0	
366	-182.876	-126.547	309.423	0	-182.876	-126.547	309.423	0	
367	-166.71	-144.144	310.854	0	-166.71	-144.144	310.854	0	
368	-149.887	-161.172	311.059	0	-149.887	-161.172	311.059	0	
369	-132.471	-177.564	310.036	0	-132.471	-177.564	310.036	0	
370	-114.533	-193.256	307.789	0	-114.533	-193.256	307.789	0	
371	-96.1435	-208.185	304.328	0	-96.1435	-208.185	304.328	0	
372	-77.3741	-222.292	299.666	0	-77.3741	-222.292	299.666	0	
373	-58.2994	-235.522	293.821	0	-58.2994	-235.522	293.821	0	
374	-38.9946	-247.822	286.816	0	-38.9946	-247.822	286.816	0	
375	-19.5358	-259.144	278.68	0	-19.5358	-259.144	278.68	0	
376	9.10968e-012	-269.444	269.444	0	9.10968e-012	-269.444	269.444	0	
377	19.5358	-278.68	259.144	0	19.5358	-278.68	259.144	0	
378	38.9946	-286.816	247.822	0	38.9946	-286.816	247.822	0	
379	58.2994	-293.821	235.522	0	58.2994	-293.821	235.522	0	
380	77.3741	-299.666	222.292	0	77.3741	-299.666	222.292	0	
381	96.1435	-304.328	208.185	0	96.1435	-304.328	208.185	0	
382	114.533	-307.789	193.256	0	114.533	-307.789	193.256	0	
383	132.471	-310.036	177.564	0	132.471	-310.036	177.564	0	
384	149.887	-311.059	161.172	0	149.887	-311.059	161.172	0	
385	166.71	-310.854	144.144	0	166.71	-310.854	144.144	0	
386	182.876	-309.423	126.547	0	182.876	-309.423	126.547	0	
387	198.32	-306.77	108.45	0	198.32	-306.77	108.45	0	
388	212.981	-302.907	89.9256	0	212.981	-302.907	89.9256	0	
389	226.802	-297.848	71.0461	0	226.802	-297.848	71.0461	0	
390	239.727	-291.614	51.8863	0	239.727	-291.614	51.8863	0	
391	251.707	-284.229	32.5216	0	251.707	-284.229	32.5216	0	
392	262.693	-275.722	13.0286	0	262.693	-275.722	13.0286	0	
393	272.643	-266.127	-6.51575	0	272.643	-266.127	-6.51575	0	
394	281.516	-255.482	-26.0344	0	281.516	-255.482	-26.0344	0	
